 fingers crossed it works,Fingers crossed
 can`t wait to come home! i miss my bubba. too bad my parents are taking him to canada.,Can`t wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.
 fun,Ahh that`s fun
 sucks,sucks
" at la fitness, at work right now.....pretty busy morning","At LA Fitness, at work right now.....pretty busy morning"
 good,exhilerating
 proud of you!,we are all so proud of you!
 not bad.,won
 happy,happy
 broke,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
 bored.,. Pleaseeeeeeeeeeeeee Im Bored.
" good night everybody, i love",Good
 is not in the bag,Oh MAN !!
 good,good
 unfortunately,unfortunately
" hehe. yeah, me too. or i would totally write it. xd","Hehe. Yeah, me too.  or I would totally write it. XD"
 sgt. hughes has bacteria meningitis so i disinfected our female latrine and im writing an essay on meningitis for sgt. ski....,Sgt. Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt. Ski....
 im interesting!,interesting!
 dammit!,DAMMIT!
 seriously. i dont like girls.,dont like
 we don`t have either of those here.,We don`t have either of those here.
" hahaha. i`m driving, so i leave roundabouts when i wake up tomorrow. arrive proximately 5 hrs from then. see ya tmw!","hahaha. I`m driving, so I leave roundabouts when I wake up tomorrow. Arrive proximately 5 hrs from then.  See ya tmw!"
 odd nugget of wisdom.,you have the odd nugget of wisdom.
" just watched mall cop. wasn`t that funny, but wasn`t too bad. i guess. i kinda wish i still worked at a movie theater....","Just watched Mall Cop. Wasn`t that funny, but wasn`t too bad. I guess. I kinda wish I still worked at a movie theater.."
 i miss,miss
 i must be the only fool in twitterland that doesn`t get retweet!!,fool
 boring,boring
 back home. preheatin` oven before popping in a pizza,Back home.  Preheatin` oven before popping in a pizza
 i have no one to go to the spring show with,I have no one to go to the spring show with
" no idea offhand, but if you keep tweeting about crowdsourcing graphics i`m sure someone will tell you","no idea offhand, but if you keep tweeting about crowdsourcing graphics I`m sure someone will tell you"
 writing out to tape. #48hoursnz,Writing out to tape.  #48hoursnz
 feelin a little blue tonight.. love might be good,Feelin a little blue tonight.. Love might be good
 everything is good except that neck shot and steve`s back of the head shots!,everything is good except that neck shot and Steve`s back of the head shots!
 got firefox working again. now i just have to get back all of my bookmarks...,Got Firefox working again. Now I just have to get back all of my bookmarks...
 great,Great
 on my way to the burial,On my way to the burial
 feeling any better hon?,feeling any better hon?
 good,Alaska-so far so good
stupid,..stupid weather.
 is listening to prima j - rockstar so dang catchyy,Is listening to Prima j - rockstar so dang catchyy
 well i miss her i think she would really like it re:trina,well i miss her i think she would really like it  re:trina
hope,hope
" #avatarcamp photos, perhaps? lol (just itching to see them!)","#avatarcamp photos, perhaps?  lol (just itching to see them!)"
 not feelin so hot,not feelin so hot
 lost,couldn`t remember wh
 ohh emmm geee. souvlaki from dimitris...i wanna go homeeee lol,Ohh Emmm Geee.
 is off to work,is off to work
 sad,sad
 college cops: they get suspicious when they see more than one person in a group together.,College cops: they get suspicious when they see more than one person in a group together.
" im feeling so nostalgic. im sad. but happy. i don`t now how to feel. it`s over, but not at the same time. it just feels over. i love you.",love
 i suppose it has a certain 80`s charm. i`d personally hold out for the motorola 8 track phone. i like my phones chunky,I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky
" good morning! aww, sorry that you were stuck in the airport for 12 hours!!","Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!"
" poor buddy, being teased by mini puggy i think what you need is a #pughug","Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG"
 silly man!,Not married any more! Silly man!
 guess its a no go girlie. i`m still at the gym and work at 6:30am,guess its a no go girlie. I`m still at the gym and work at 6:30am
 ****,****
 ****... long shift tonight... i really should sleep but i`m not tired. had a nice talk with jon after work gotta love that boy!,****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!
 is actually workin the weekend...not for it,Is actually workin the weekend...Not for it
 wish,wish
 sad,Sad face moment of the day
 had a fun day.,fun
 i`m not posh enough to read tatler,I`m not posh enough to read Tatler
 great,Great album..
 wish,Wish
 i`m a friggin` shopaholic.,promise
 good,life is good
 right. but iï¿½m a stickler for correct dpi export and color value iï¿½m going to dig in and find out if this is possible,Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible
 thanks for reading my blog. and for laughing at my perils and tragedies! ****cries****,thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****
 fun,so much fun
 diff story.,"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story."
 im glad,glad
" today i was so happy got i got off school early, but now i`m bored!!","today i was so happy got i got off school early, but now i`m bored!!"
" nice concert yesterday. nice location, nice people, it was great. but i have a bad cold since yesterday night being sick sucks!",nice co
 fail.,Fail.
" aw, that`s cute","aw, that`s cute"
 oh my. i have to play cluedo.,oh my. i have to play cluedo.
" i love you,i love you,i love you -you`re the most beautiful and sweet girl ever.","u,i love you"
 glad,glad
 you have a dm amigui,You have a DM amigui
 just got home lng.,just got home lng.
 missing you all deeply,Missing you all deeply
 happy,"I`m sending a Happy Mama`s Day shout to the greatest Twit-mama ever to ... U kick ****, all day - everyday! Lovely sons!!"
" ahh seen a few of those drop, but i just tossed them thinking it was a once only turn in","ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in"
 best,Best
 two months from today till i`m mrs. josiah!! ahhhh!,two months from today till I`m Mrs. Josiah!! ahhhH!
" hey, maria! i`m so sorry! i think i accidentally disconnected you. thank you so much for trying.","Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site"
 perfect,perfect
 _ming me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny,_ming  me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny
 wish,I wish
 good,Good
 i didn`t get to chat!,i didn`t get to chat!
 devastated,lost
 i may be in the us for it in which case i`ll attend but if its off my own back i can`t afford to go,I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go
 next time you are around please let me and know and we will take you for lunch too,next time you are around please let me and  know and we will take you for lunch too
 thx,THX
 loved britain`s got talent last night! shaun and greg were both amazing!,LOVED
 hi i`m goin to see you on wednesay at shepards bush,hi I`m goin to see you on wednesay at shepards bush
 hahah me too!! except for when haley gets hit by a car but yay leyton!,hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!
 love,love
" it`s official, i`m finally getting grey hairs at 36 #fb","It`s official, I`m finally getting grey hairs at 36"
 frustrated. i just found out our sitter isn`t avail. tonight. now what? no tkd test 4 me i guess good thing i`m married to the instructor,frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor
 see i told you i`m updating my personal site with lots of goodies check them out as they come,ee I told you  I`m updating my personal site with lots of goodies check them out as they come
 busy exam week coming up! always look on the bright side of life,always look on the bright side of life
 hahahahah i woke up at 9 today.. totally missed lecture and the quiz open lab was useless. chipotle w/ silvera and jenny was greeat 8d,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D
 poor johnny is sick,sick
 there is no sale in botega...,there is no sale in Botega...
 wonderful day,everyone have a wonderful day
 sad,He made me sad
 i don`t know !!,i don`t know !!
 got caught in the rain outside. now im cold bbbbrrrrrrrrr,got caught in the rain outside. now im cold bbbbrrrrrrrr
 i gave my brother a hug good-bye.. as he took a load of furniture away from the house. he took the mattress i like,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
 follow her shes lonelyyyy,follow her shes lonelyyyy
 good,a good
 exhausted,exhausted
 cleaning time,cleaning time
 hope,hope u r well
 . you left me first .. and left your bed here for me to look at,. you left me first .. and left your bed here for me to look at
 ugh my trousers do that too and i`ve never found a way to combat it! it`s so weird,weird
 can`t chat with since i have to go to school now,can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz
 his ****,he thinks he`s a gangsterrr  his **** don`t even fit in G Unit
 i`m just too ginger! freckles join up on my face - that`s it! get it out a bottle cancer,Freckles
 yeah ill be on verizon... so those are my two options right now...,yeah ill be on verizon... so those are my two options right now...
 love,LOVE
 yeah and _liljess_x did only ones that care for me,yeah  and _LilJess_x did only ones that care for me
 ****,****
 hates me,kk hates me  -cryy
 stole,Someone stole my new laptop at the airport.
" heh, i meant differences between b3 and b4","heh, i meant differences between b3 and b4"
 very cute.,y cute
" ****, haha.","wouldn`t have to worry about the bus being ****,"
 too bad,Too bad
 love,love
 greatest friends in the entire world,greatest
 missing,missing
 pissed,missing
" got tickets for your gig in glasgow, gutted we have to wait til november though","Got tickets for your gig in Glasgow, gutted we have to wait til November though"
 sweet!,I love
stupid,stupid
 awesome!,awesome!
 i found out thro mama,I found out thro mama
 anytime buddy i c u @ 701!,anytime buddy  I c u @ 701!
 happy belated birthday to billy!! i forgot to say that on his bday. i feel aweful!,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!
" enjoying it now. no matter how offensive denny can be, i love denny crane! he is a riot.","No matter how offensive Denny can be, I love Denny Crane!  He is a riot."
 sick..,evil laugh*
 #vancouver gets tough with slum landlords..ew backed up sewage http://bit.ly/16urvv http://bit.ly/16urvv,#Vancouver gets tough with slum landlords..ew backed up sewage
 rest well!,rest well!
 stung.,i got stung. by a bee.
 sitting at home watching atl for the 2 time todayy waiting for jess to come at like 630 then go get marg and head out later to second sat,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat
 i`ll try but silly silly tweetdeck being mean to me again,I`ll try but silly silly tweetdeck being mean to me again
 morning world. #healthyliving update.,right direction
 gaah,gaah
 still working,Still working
 i didnt get paid this week roll on tuesday,i didnt get paid this week  roll on tuesday
 what was it? i missed it.,what was it? I missed it.
" i mailed for some help, you got reply right now from him, i didn`t get, which should probly mean i won`t get it","I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it"
" _is_here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home..","_Is_Here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home.."
 awesome,"It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it."
 denied at work.,DENIED at work
 is cheering on the arsenal ladies!! and missing my m...x,is cheering on the Arsenal Ladies!!    and missing my M...x
 amazing...,god peppermint mochas frappachinos are amazing...  and addicti
 good morning guys! dont forget: today is mothers day! mommy? i love you ! youï¿½re the best,? I LOVE YOU
 that story reminds of living in portugal,that story reminds of living in Portugal
 dimples was in the preview... are they not on today? it hasn`t aired here yet... via http://twib.es/cpf,Dimples was in the preview... are they not on today?  It hasn`t aired here yet..
 does not feel good at all today,Does not feel good
" i am uce, i did my pgce there went to leicester for my main degree though ...","I am UCE, I did my PGCE there   went to Leicester for my main degree though ..."
 ur linky no worky,ur linky no worky
 lonely,lonely
 annoying.,annoying.
 cool,Cool Things For Successful Entrepreneurs To Do
 i dont get it,i dont get it
 back from the city... breakfast time,back from the city... breakfast time
 happy,Happy
 great,I had an absolutly GREAT day with a few stressors.
 **** **** and blast!,blast!
 fristy,R.I.P Fristy just thinking abt her
 refreshing~,always refreshing~
" okay, now i`m listening to jonathan coulton and working. woo.","Okay, now I`m listening to Jonathan Coulton and working. Woo."
 i can`t find my tennis racket!!,i can`t find my tennis racket!!
 dual reject ...,dual reject ...  http://tinyurl.com/mfm7tl
 i fail once again.,fail
 just finished my english final...just one step closer to the end.,Just Finished My English Final...Just One Step Closer To The End.
 i`m feeling great!,I`M FEELING GREAT!
 i`m feeling great!,died!!
 heyyy you lol wassup mamas?,heyyy you  LOL wassup mamas?
 and what`s your blog entry about?,And what`s your blog entry about?
 what`s wrong? maybe i can help?,what`s wrong?  maybe I can help?
 is chilling,is chilling at home
 no santa cruz for me but i do have an interview at jamba tomorrow morning (:,no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:
 in the mood to listen to some reg stuff (sir told me: u used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) )
 aaaaaaaaaaa mcfly,aaaaaaaaaaa McFly
 they hate water,"Never wash my cats at home again, they hate water"
 goodnight lovely,goodnight
 luvv youu,) Luvv Youu
 u said u was gonna follow its nita from ur live chat,u said u was gonna follow  its nita from ur live chat
 stink,really stink
 schade #tv_addict,schade  #tv_addict
 i dont feel good!,sick
 loves,loves th
 love,love
 making shell join twitter so i have a follower,making Shell join twitter so I have a follower
" umm. what do we have here? apple pie, check. cupcakes, check. green tea, check. coffee, check. then we`re ready for tea time","Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we`re ready for tea time"
 you mum sounds so humble ! what a sweet thing to ask for,humble
 he was awesome and i was his favorite,awesome
" yeh i suppose, but its not the same you know? to me henry isn`t really a gunner any more","Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more"
 surely you knew this before hand? a good book or a hand held has to be essential. just no psps unless you have a charger.,Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.
 love,I love twitting from Gmail
 happy,Happy mother`s day ev
 scratch that. now we`re watching `marley and me`. thinking i could stay awake better for this one.,Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.
 are you shattered after that long week? thats a pity about tomorrow night,Are you shattered after that long week?  Thats a pity about tomorrow night
 things are looking better and better...,better
 loving,Loving this more and more
 there was like no1 there n tha dj comp was hella wack... no gud djs but got in free so its all gud,there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
" wow,","wow,"
 miss,miss
 alright,you`ll be alright
 happy birthday to me,Happy birthday to me
 ugh...,ugh..
 thanks...,Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis
 worst,A movie`s worst fate us
 good luck,ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work
" off work, trying to relax for about 30 mins before i`ve gotta go back to sleep","Off work, trying to relax for about 30 mins before I`ve gotta go back to sleep"
 lame,so lame
 you can find more info on getonu2.com we hope to launch the project this week. then we`ll really need some help to release it!,You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!
" yes, i do but why did you change?","yes, I do  but why did you change?"
" dying,","LAPPYTOP BATERRRY DYING,t"
" i was sick, but am all better now. i appreciate the concern! game on!",I appreciate the concern! Game On!
 collabro w/jphlip called 'california' was another hot one.,Collabro w/JPhlip called 'California' was another hot one.
 happy,happy mothers day
 i havent gotten any prank calls making me laugh in so long.,i havent gotten any prank calls making me laugh in so long.
 i cannot sleep due to watching uktv food. its keeps my cravings at bay. i think my bodies guna ache,ache
 superman,Superman
 my school is like the only one thats not on vacation.,my school is like the only one thats NOT on vacation.
 bad ****...,*is bad ****...He still is
 okay. i`m all out of ideas,Okay. I`m all out of ideas
" haha, its cos one of your `tweets` was smile smile smile,","was smile smile smile,"
 thnx,But thnx for the pm`s
 interesting.,d interesting
" yeah, i`m getting ready to go get pizza. then nothing to do maybe _2gnt will want to play xbox.","Yeah, I`m getting ready to go get pizza. Then nothing to do  Maybe _2gnt will want to play Xbox."
 cleaned the screen on my new pc dos machine and took another 'screenshot',Cleaned the screen on my new PC DOS machine and took another 'screenshot'  http://bit.ly/QLzP2
 ruined:,ruined:d
 hurts,hurts
 my knee is hurting so bad,my knee is hurting so bad
" girl, when you crash, it may last for 2 days","girl, when you crash, it may last for 2 days"
 sorry,aww im sorry
 good,s good
 of course i would,i would
 loser,is a loser;
 i tried 2 vote 4 u the other day but i couldn`t figure out how 2 do it help? lol,I tried 2 vote 4 u the other day but I couldn`t figure out how 2 do it  help? Lol
 sad,it made me sad
" oh well, there go my hopes for seamless transfer of blog however i am now on track and will have it up and running sometime this eve",there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve
 _kearley that`s twitter for you.,_kearley That`s Twitter for you.
" **** **** **** ****, please comment me back ily","**** **** **** ****,  please comment me back  ILY"
 uggh,Uggh
 i`m glad,glad
 can`t believe how gorgeous,Can`t believe how gorgeous the weather has been today
" morning, that`s not mean, that`s just smart","Morning, that`s not mean, that`s just smart"
 waiting for you!!!,In Toronto  waiting for YOU!!! 48 days to go!
 happy,happy mother`s day
 a pink balloon for mum on her day,a pink balloon for mum on her day
 trying to find something to do,it`s friday! trying to find something to do
 yesh. lawl,yesh. lawl
 @ work again,@ work again
" holy **** it`s super sunny, friday and whitsun, my tube is deeeesearted. wish i was in the park","Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55"
" its from all that **** ****, i forgot the lube. **** may need to go to the e.r.","its from all that **** ****, i forgot the lube. ****  may need to go to the E.R."
 about to get crazy,About to get crazy
 good.,good.
 happy,HAPP
 great.,great.
 how bad has life gotten where u werecounting on the church50\50 raffle? the answer is real bad,real bad
 bring me food before you go please.,Bring me food before you go please.
 hi frenchie *-* i`ll do that...later :p,Hi frenchie *-* i`ll do that...later  :p
 harmful!,iPhone jealousy. This self-denial is harmful! Just let it out.
 favorite part tomorrow. i laughed pretty much the whole time.,i laughed pretty much the whole time.
 thanks,Thanks
 hahaha i was like :o dougie thats harsh!!! are you happy he replied?,hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?
 happy!,"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake."
" loving the weather this weekend, shame i`m back into work tomorrow","Loving the weather this weekend, shame i`m back into work tomorrow"
 downtown was fun tonight the walk back to the car was rediculous lol,Downtown was fun tonight  The walk back to the car was rediculous lol
 screwed,"too much homework, with paying work to interrupt! i`m screwed"
 i miss,I miss you
 happy,happy
 love,love the song 't
" , a 74 is not 'quite alright'! on the plus side, i ate cinnamin toast crunch for breakfast, and am now eating strawberries.",", a 74 is not 'quite alright'!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries."
 where`s my happiness?,Where`s my Happiness?
 love,i love mandy moore so much  and also angela
" boring. sunny monday. no school. tired. lazy. hungry. yeah, in a great mood!","Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!"
 lucky,May the Forth be with you... ha yes... Today is my birthday  Star Wars day.
" _kryptik the usual... applications, checking statuses, reading stuff that`s ... wel... not arbit etc","_kryptik the usual... applications, checking statuses, reading stuff that`s ... wel... not arbit  etc"
 oh really? why hello there,oh really? why HELLO there
 change of plans. won`t be seeing up today.,change of plans. won`t be seeing Up today.
" woot freaking hoo, tho mad world isn`t doing well on the itunes top #100 chart.","Woot freaking hoo,"
 still i feel its not at all fair....,still i feel its not at all fair..
 hï¿½rlich!,rlich!
 mondays aren`t so bad,aren`t so bad
 lovely.,Well this is just lovely.  I am completely flattened by a back injury.
 hurts,hurts
 1:36 am screw it im going to bed... one love,1:36 AM screw it im going to bed... one love
 no way man! i like 21 year olds,NO WAY MAN! i like 21 year olds
 cute!!!,cute!!
 awesome,AWESOME ti
 new to twitter,New To twitter
 morning! i`m in the garden getting air,morning! I`m in the garden getting air
 enjoying,out enjoying the weather be
" yeah but they had to come barcelona, because not all the fans can be in that concert come barcelona! jessi te quiero","yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO"
 sorry for the long listening. iwas too busy.,Sorry for the long listening.
 gut,gut
 sad,sad
 happiest,happiest
 i have yet to even get out to play this year soon i hope!,I have yet to even get out to play this year  soon I hope!
" bing! no its not chandler bing, its the new search engine from microsoft http://tinyurl.com/mgcotd ..but why the name bing","Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing"
 just had mothers day lunch here,Just had mothers day lunch here  http://twitpic.com/4wfeo
 off for a bit of a motorcycle trip today!,Off for a bit of a motorcycle trip today!
 happy,Happy mother`s day and to the god mother`s and step mother`s too....
 hubz company was organising ...i had to be there!,hubz company was organising ...i had to be there!
wtf),wtf)
 apologies,Apologies
 i love,i love the new hairdo!
 oh dear ny,caught
" can`t do this thang without bgeezy,",", we need u on the show!"
 rumbo a bachilleres,Rumbo a bachilleres
 wow i love it !!! thanks,love
 anyone excited for harry potter like i am. **** twilight postponed my first love oh well off to find some hai chai,anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai
 bored,"bored , cleanin the house"
 wow.,WOW.
 regrettin,Regrettin
 i hurt,I hurt my foot in gym class.
 the cool,cool
 awesome,fuckn awesome atm!!
 i`m off to costco in a bit to print off more photos for my photobook,I`m off to Costco in a bit to print off more photos for my photobook
 thankyou,thankyou
 hahah i wish that was true. this is really really bad just gonna stay home and chill tonight. and as usual i really wanted to go.,hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight.
 so bored,bored
 omg!! that is tragic!,OMG!! that is tragic!
 i think my ipod touch may be breaking itself.,I think my iPod touch may be breaking itself.
 we have a tour of students this morning: huge pick-up for mothers day:speaking for a luncheon:100 planters to do: nothing boring here,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here
 good,good
 happy birthday month!!,happy birthday month!! I only get a day but you deserve the whole month
 thanks,thanks
 love,w I love Robert Pattinson!!
" good morning/brunch-ish i took my exam, think i did good",good morning/b
 rock onnnn!,Rock
 got one because of my babygirl,got one because of my babygirl
 yeah that`s me i used my initials for my flickr account!,Yeah that`s me  I used my initials for my Flickr account!
 yay!,yay! you should do it. just think about the animals and it`s not as hard
 anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,sweet
 haha i really don`t but i`m going to this workshop at school next week. are you going? plus my car is broken right now,haha I really don`t but I`m going to this workshop at school next week. Are you going? Plus my car is broken right now
 sorry,I`m very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted
 wow.,wow. have a safe trip back home
 but yeah...i`m sad about my 'ravenclaw' account. i love that account to bits.,But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.
 looks like my ion-based mini-itx board won`t ship until mid-june now at the earliest,looks like my ION-based mini-itx board won`t ship until mid-June now at the earliest
 sucks,sucks
 love my mommy happy mothers day,Love
 fantastic,fantastic day
 waiting for the last video to be rendered.,rendered.
 best day ever!,best
 sad,sad
 the pool doesnt open til tomorrow!,The pool doesnt open til tomorrow!
 home from school now. watching that `70 show,home from school now. watching that `70 show
 thanks,..  thanks
 remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.
 that was so much fun!,fun!
 so sad,!  so sa
 i hate,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional
 liking,Liking
 happy,Happy Mother`s Day
 on youtube now!,on youtube now!
 awesome!,awesome!
 wants friday to come quick! i want my beauty sleep and shopping...,wants Friday to come quick! I want my beauty sleep and shopping...
 i really wish,wish
 hate,i hate hi
 misses my cousins so badly!!!,misses my cousins so badly!!
 it`s teacher appreciation week - been out making deliveries to instructors this morning,It`s teacher appreciation week - been out making deliveries to instructors this morning
 oh that can`t be nice,that can`t be nice
 happy mother`s day!,Happy Mother`s day!
 sad,making me sad
 brad we should be at olympic village watching this. season 1 with a 30 rack adult hood,brad we should be at Olympic village watching this. Season 1 with a 30 rack adult hood
 thanks,Thanks
 sick,Sick
 aww...thanks! he`s the best husband ever. he really is. i`m so lucky! hope you`re having a wonderful saturday evening!,Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!
 your stfu e3 list link is broke,Your STFU E3 list link is broke
 okay now that i will not be able to sleep tonight what should we do,Okay now that i will not be able to sleep tonight what should we do
 nice and clean now,Nice and clean now
 aww :/ kk i need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.
 wish me luck.....,wish me luck.
" yeah, i wanted to say this, that there`s a @ yourname section. a bit tricky way to find your replies, tho.","Yeah, I wanted to say this, that there`s a @ yourname section.  A bit tricky way to find your replies, tho."
" i`m the same, don`t panic. big topman","I`m the same, don`t panic. Big topman"
 better,better
" until brings back our everyone button, you can access the public timeline at http://twitter.com/public_timeline","Until  brings back our EVERYONE button, you can access the public timeline at"
 big bunny hugs,unny
 hard,nd it`s so hard
" _l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,i`ll be there! i want a rebound","_l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,I`ll be there!  I want a rebound"
 just kidding dude i`ve never had anyone offer up their stem cells before haha!,e haha
 unlucky,"it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right?"
 aww i feel bad,bad
 funny,I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t..
 no one can,no one can
 i really should be in a bad mood. but.,i really should be in a bad mood. but.
" played a bit pool with my buddies....going to bed now, have to work tomorrow","played a bit pool with my buddies....going to bed now, have to work tomorrow"
 wishing,wishing
 crying,crying
 stupid,stupid
 why don`t you have that song you gave me that song,why don`t you have that song you gave me that song
 sad,sad be
 amazing,amazing
 just got home from the city lights show yeahhh!,just got home from the City Lights show  yeahhh!
 *sniff* i feel so left out!,* i feel so left out!
 living in ballarat again,living in ballarat again
" i so want to be a part of windows clubhouse, but my wl spaces blog is random, and not the place where i share windows stuff","I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff"
we miss you.,e miss you
 yeah but i missed it 2nite,yeah but i missed it 2nite
 shattered and knackered,shattered
 babysitting for the paionks thinking about going to see 'obsessed',babysitting for the Paionks  thinking about going to see 'obsessed'
 i`m up way past my bed time. gonna catch sum snl.,I`m up way past my bed time.  gonna catch sum snl.
 stupid,stupid stomach pain
 welcome back to japan,Welcome back to Japan
 hurts,my tummy hurts
 _kill_boy that would be really great....except im not allowed to talk to boys on the phone long story...my fault,That would be really great....except im not allowed to talk to boys on the phone  long story...my fault
 i miss,miss
 only 2 more days of minnie,only 2 more days of minnie
 happy,Happy
 it is confusing and flippin expensive,expensive
" ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa","ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa"
 10 out of 40 done... everyone is going to be home drinking beer starting next week,10 out of 40 done... everyone is going to be home drinking beer starting next week
 love the new twitter app! so many new things to do. just got finished watching jon4lakers video on this and it was good.,Love
 _news i should have gone,_News I should have gone
 i like this dr. seuss quote - ï¿½you know you`re in love when you can`t fall asleep because reality is finally better than your dreams.',i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -
 everyone says that,everyone says that
 lots of people on board for it...,trending
 soooo fed up with this,soooo fed up
" gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!","gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!"
 batshit.,escaped
 amazing,had an amazing night with the girls
 i want a lie in tomorrow! won`t be getting one though,I want a lie in tomorrow! Won`t be getting one though
" fun, pleasure and savings","fun,"
 canalway cavalcade over in `little venice` near warwick avenue - on today too,http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too
" i read for pure escapism. don`t make me think, take me away non-fiction tends not to achieve that, for some strange reason","I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason"
" yeah, she`s done it several times. my dumerils boa did it a few times w/ no prob. just wonder if my hognose needs bigger food.","Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food."
 went to bed at 12:20 last night. woke up around 10:45. holy ****. i need to get up earlier. like 8. wish i could get up at 6 every day.,Went to bed at 12:20 last night. Woke up around 10:45. Holy ****.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.
 tired,tired
